#Function	Subsystem	Classification 1	Classification 2
Antirepressor [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp43 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp44 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp45 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp47, recombination-related [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Recombinational DNA repair protein RecT (prophage associated)	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp49, replication initiation [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp32 [Listeria phage 2389]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp51 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp52 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp55 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp59 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Single-stranded DNA-binding protein (prophage associated)	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp66 [Bacteriophage A118], similar to Listeria protein LmaC	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Hypothetical protein, Lmo2305 homolog [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Hypothetical protein, Lmo2306 homolog [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Hypothetical protein, Lmo2307 homolog [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Hypothetical protein, Lmo2313 homolog [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Hypothetical protein, Lmo2276 homolog	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp28 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp29 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp68 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp35 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp38 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp61 [Bacteriophage A118], similar to Listeria protein LmaD	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp63 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp30 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Protein gp65 [Bacteriophage A118]	Listeria_phi-A118-like_prophages	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages
Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation	Biogenesis_of_cbb3-type_cytochrome_c_oxidases	Respiration	
Type cbb3 cytochrome oxidase biogenesis protein CcoH	Biogenesis_of_cbb3-type_cytochrome_c_oxidases	Respiration	
Type cbb3 cytochrome oxidase biogenesis protein CcoI	Biogenesis_of_cbb3-type_cytochrome_c_oxidases	Respiration	
Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion	Biogenesis_of_cbb3-type_cytochrome_c_oxidases	Respiration	
Cytochrome c oxidase subunit CcoP (EC 1.9.3.1)	Biogenesis_of_cbb3-type_cytochrome_c_oxidases	Respiration	
Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)	Biogenesis_of_cbb3-type_cytochrome_c_oxidases	Respiration	
Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	Biogenesis_of_cbb3-type_cytochrome_c_oxidases	Respiration	
Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)	Biogenesis_of_cbb3-type_cytochrome_c_oxidases	Respiration	
Heavy-metal-associated domain (N-terminus) and membrane-bounded cytochrome biogenesis cycZ-like domain, possible membrane copper tolerance protein	Biogenesis_of_cbb3-type_cytochrome_c_oxidases	Respiration	
Putative analog of CcoH, COG3198	Biogenesis_of_cbb3-type_cytochrome_c_oxidases	Respiration	
Flagella-related protein FlaH	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagella-related protein FlaI	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagella-related protein FlaJ	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagellin FlaB1	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagellin FlaB2	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagella-related protein FlaC	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagella-related protein FlaE	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagella-related protein FlaF	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagella-related protein FlaG	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagellin FlaA1	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagellin FlaA2	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagellin FlaB3	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagella-related protein FlaD	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
Flagellin FlaB	Archaeal_Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota
2-dehydropantoate 2-reductase (EC 1.1.1.169)	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
Penicillin-binding protein 2 (PBP-2)	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
rRNA small subunit methyltransferase H	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
rRNA small subunit methyltransferase I	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
BH2577 unknown conserved protein in B. subtilis	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
Cell division protein FtsL	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
Cell division protein MraZ	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
Penicillin-binding protein 2B	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
Stage V sporulation protein D (Sporulation-specific penicillin-binding protein)	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
putative patatin-like phospholipase	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
Uncharacterized N-acetyltransferase BT9727_3663 (EC 2.3.1.-)	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
Penicillin-binding protein 3	16S_rRNA_modification_within_P_site_of_ribosome	RNA Metabolism	RNA processing and modification
FIG032248: hypothetical protein	CBSS-336982.3.peg.219	Clustering-based subsystems	
FIG033897: hypothetical protein	CBSS-336982.3.peg.219	Clustering-based subsystems	
Phosphoenolpyruvate carboxykinase [GTP] (EC 4.1.1.32)	CBSS-336982.3.peg.219	Clustering-based subsystems	
Cytoplasmic membrane protein FsxA	Lipid-linked_oligosaccharide_synthesis_related_cluster	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Exoenzymes regulatory protein AepA in lipid-linked oligosaccharide synthesis cluster	Lipid-linked_oligosaccharide_synthesis_related_cluster	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster	Lipid-linked_oligosaccharide_synthesis_related_cluster	Cell Wall and Capsule	Capsular and extracellular polysacchrides
FIG00820327: hypothetical protein	Lipid-linked_oligosaccharide_synthesis_related_cluster	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Apolipoprotein N-acyltransferase (EC 2.3.1.-) in lipid-linked oligosaccharide synthesis cluster	Lipid-linked_oligosaccharide_synthesis_related_cluster	Cell Wall and Capsule	Capsular and extracellular polysacchrides
O-succinylbenzoate synthase (EC 4.2.1.113)	Muconate_lactonizing_enzyme_family	Miscellaneous	
L-alanine-DL-glutamate epimerase	Muconate_lactonizing_enzyme_family	Miscellaneous	
Muconate cycloisomerase (EC 5.5.1.1)	Muconate_lactonizing_enzyme_family	Miscellaneous	
N-acylamino acid racemase	Muconate_lactonizing_enzyme_family	Miscellaneous	
N-succinyl arginine/lysine racemase	Muconate_lactonizing_enzyme_family	Miscellaneous	
Nicotinamidase (EC 3.5.1.19)	Choline_transport_and_metabolism	Experimental Subsystems	
Choline kinase (EC 2.7.1.32)	Choline_transport_and_metabolism	Experimental Subsystems	
Choline permease LicB	Choline_transport_and_metabolism	Experimental Subsystems	
Choline dehydrogenase (EC 1.1.99.1)	Choline_transport_and_metabolism	Experimental Subsystems	
High-affinity choline uptake protein BetT	Choline_transport_and_metabolism	Experimental Subsystems	
Betaine aldehyde dehydrogenase (EC 1.2.1.8)	Choline_transport_and_metabolism	Experimental Subsystems	
Glycine betaine transporter OpuD	Choline_transport_and_metabolism	Experimental Subsystems	
Niacin transporter NiaP	Choline_transport_and_metabolism	Experimental Subsystems	
Sarcosine oxidase alpha subunit (EC 1.5.3.1)	Choline_transport_and_metabolism	Experimental Subsystems	
Sarcosine oxidase gamma subunit (EC 1.5.3.1)	Choline_transport_and_metabolism	Experimental Subsystems	
Sarcosine oxidase beta subunit (EC 1.5.3.1)	Choline_transport_and_metabolism	Experimental Subsystems	
Sarcosine oxidase delta subunit (EC 1.5.3.1)	Choline_transport_and_metabolism	Experimental Subsystems	
GbcA Glycine betaine demethylase subunit A	Choline_transport_and_metabolism	Experimental Subsystems	
GbcB Glycine betaine demethylase subunit B	Choline_transport_and_metabolism	Experimental Subsystems	
DgcA Dimethylglycine demethylase subunit A	Choline_transport_and_metabolism	Experimental Subsystems	
DgcB Dimethylglycine demethylase subunit B	Choline_transport_and_metabolism	Experimental Subsystems	
Urea carboxylase-related amino acid permease	Choline_transport_and_metabolism	Experimental Subsystems	
Sarcosine dehydrogenase (EC 1.5.99.1)	Choline_transport_and_metabolism	Experimental Subsystems	
Betaine--homocysteine S-methyltransferase (EC 2.1.1.5)	Choline_transport_and_metabolism	Experimental Subsystems	
Putative Dimethylglycine oxidase	Choline_transport_and_metabolism	Experimental Subsystems	
BAT1-like	Choline_transport_and_metabolism	Experimental Subsystems	
GbcA family protein, putative N1-methylnicotinamide or trigonelline demethylase	Choline_transport_and_metabolism	Experimental Subsystems	
GbcB family protein	Choline_transport_and_metabolism	Experimental Subsystems	
BAT1 Bidirectional amino acid transporter	Choline_transport_and_metabolism	Experimental Subsystems	
Surface presentation of antigens protein SpaP	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Surface presentation of antigens protein SpaQ	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion bridge between inner and outermembrane lipoprotein (YscJ,HrcJ,EscJ, PscJ)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion chaperone protein for YopD (SycD)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion chaperone protein for YopT (SycT)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion cytoplasmic ATP synthase (EC 3.6.3.14, YscN,SpaL,MxiB,HrcN,EscN)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion cytoplasmic LcrG inhibitor (LcrV,secretion and targeting control protein, V antigen)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion cytoplasmic plug protein (LcrG)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion host injection and negative regulator protein (YopD)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion host injection protein (YopB)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion injected virulence protein (EC 3.4.22.-,YopT,cysteine protease,depolymerizes actin filaments of cytoskeleton,causes cytotoxicity)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion injected virulence protein (YopP,YopJ, induces apoptosis, prevents cytokine induction, inhibits NFkb activation)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion inner membrane channel protein (LcrD,HrcV,EscV,SsaV)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion inner membrane protein (YscQ,homologous to flagellar export components)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion inner membrane protein (YscR,SpaR,HrcR,EscR,homologous to flagellar export components)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion inner membrane protein (YscS,homologous to flagellar export components)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion inner membrane protein (YscT,HrcT,SpaR,EscT,EpaR1,homologous to flagellar export components)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion inner membrane protein (YscU,SpaS,EscU,HrcU,SsaU, homologous to flagellar export components)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion low calcium response protein (LcrR)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion negative modulator of injection (YopK,YopQ,controls size of translocator pore)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
Type III secretion outermembrane contact sensing protein( yopN,Yop4b,LcrE)	Type_III_secretion_systems,_extended	Clustering-based subsystems	Type III secretion system, extended
