#Function	Subsystem	Classification 1	Classification 2
FIG011155: Zinc carboxypeptidase-related protein	An_M14_metallocarboxypeptidase_and_a_probable_hydrolase_cluster	Clustering-based subsystems	M14 metallocarboxypeptidases
FIG084569: hydrolase, alpha/beta fold family	An_M14_metallocarboxypeptidase_and_a_probable_hydrolase_cluster	Clustering-based subsystems	M14 metallocarboxypeptidases
Peptide chain release factor 1	At2g23840	Experimental Subsystems	
DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	At2g23840	Experimental Subsystems	
HNH endonuclease family protein	At2g23840	Experimental Subsystems	
Cysteinyl-tRNA synthetase (EC 6.1.1.16)	At2g23840	Experimental Subsystems	
DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	At2g23840	Experimental Subsystems	
Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17)	At2g23840	Experimental Subsystems	
Probable 3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	At2g23840	Experimental Subsystems	
glutamyl-Q-tRNA synthetase	At2g23840	Experimental Subsystems	
Periplasmic thiol:disulfide oxidoreductase DsbB, required for DsbA reoxidation	At2g23840	Experimental Subsystems	
Phospholipase/carboxylesterase family protein (EC 3.1.-.-)	At2g23840	Experimental Subsystems	
Phytoene/squalene synthetase-like protein	At2g23840	Experimental Subsystems	
3,4-dihydroxy-2-butanone 4-phosphate synthase	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
FMN adenylyltransferase (EC 2.7.7.2)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
GTP cyclohydrolase II (EC 3.5.4.25)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
Riboflavin kinase (EC 2.7.1.26)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
Riboflavin synthase alpha chain (EC 2.5.1.9)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
Substrate-specific component RibU of riboflavin ECF transporter	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
Riboflavin transporter PnuX	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
Pyrimidine deaminase eukaryotic (EC 3.5.4.26)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
CTP-dependent archaeal riboflavin kinase	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
DNA-binding HTH domain in riboflavin kinase	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
FMN adenylyltransferase, type 3 archaeal (EC 2.7.7.2)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
GTP cyclohydrolase III (EC 3.5.4.29)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
Pyrimidine deaminase archaeal predicted (EC 3.5.4.26)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
Riboflavin synthase archaeal (EC 2.5.1.9)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
FO biosynthesis ArfB	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
Lumazine protein, riboflavin synthase homolog	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD
Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)	Carboxysome	Carbohydrates	CO2 fixation
Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)	Carboxysome	Carbohydrates	CO2 fixation
Carbonic anhydrase (EC 4.2.1.1)	Carboxysome	Carbohydrates	CO2 fixation
Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Carboxysome	Carbohydrates	CO2 fixation
Carbon dioxide concentrating mechanism protein CcmL	Carboxysome	Carbohydrates	CO2 fixation
Carbon dioxide concentrating mechanism protein CcmM	Carboxysome	Carbohydrates	CO2 fixation
Carbon dioxide concentrating mechanism protein CcmN	Carboxysome	Carbohydrates	CO2 fixation
NADH dehydrogenase (EC 1.6.99.3)	Carboxysome	Carbohydrates	CO2 fixation
High-affnity carbon uptake protein Hat/HatR	Carboxysome	Carbohydrates	CO2 fixation
Glycine betaine transporter OpuD	Niacin-Choline_transport_and_metabolism		
Niacin transporter NiaP	Niacin-Choline_transport_and_metabolism		
Sarcosine oxidase alpha subunit (EC 1.5.3.1)	Niacin-Choline_transport_and_metabolism		
Choline dehydrogenase (EC 1.1.99.1)	Niacin-Choline_transport_and_metabolism		
Nicotinamidase (EC 3.5.1.19)	Niacin-Choline_transport_and_metabolism		
Sarcosine oxidase beta subunit (EC 1.5.3.1)	Niacin-Choline_transport_and_metabolism		
Urea carboxylase-related amino acid permease	Niacin-Choline_transport_and_metabolism		
Betaine aldehyde dehydrogenase (EC 1.2.1.8)	Niacin-Choline_transport_and_metabolism		
High-affinity choline uptake protein BetT	Niacin-Choline_transport_and_metabolism		
Putative Dimethylglycine oxidase	Niacin-Choline_transport_and_metabolism		
Sarcosine oxidase delta subunit (EC 1.5.3.1)	Niacin-Choline_transport_and_metabolism		
Sarcosine oxidase gamma subunit (EC 1.5.3.1)	Niacin-Choline_transport_and_metabolism		
Choline kinase (EC 2.7.1.32)	Niacin-Choline_transport_and_metabolism		
Choline permease LicB	Niacin-Choline_transport_and_metabolism		
DgcA Dimethylglycine demethylase subunit A	Niacin-Choline_transport_and_metabolism		
DgcB Dimethylglycine demethylase subunit B	Niacin-Choline_transport_and_metabolism		
GbcA Glycine betaine demethylase subunit A	Niacin-Choline_transport_and_metabolism		
GbcB Glycine betaine demethylase subunit B	Niacin-Choline_transport_and_metabolism		
Sarcosine dehydrogenase (EC 1.5.99.1)	Niacin-Choline_transport_and_metabolism		
GbcA family protein, putative N1-methylnicotinamide or trigonelline demethylase	Niacin-Choline_transport_and_metabolism		
GbcB family protein	Niacin-Choline_transport_and_metabolism		
BAT1-like	Niacin-Choline_transport_and_metabolism		
Betaine--homocysteine S-methyltransferase (EC 2.1.1.5)	Niacin-Choline_transport_and_metabolism		
Acetoacetyl-CoA reductase (EC 1.1.1.36)	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Acetyl-CoA acetyltransferase (EC 2.3.1.9)	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Crotonyl-CoA carboxylase/reductase, ethylmalonyl-CoA producing	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Ethylmalonyl-CoA epimerase	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Ethylmalonyl-CoA mutase, methylsuccinyl-CoA-forming	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
L-malyl-CoA/beta-methylmalyl-CoA lyase (EC 4.1.3.-)	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Malyl-CoA lyase (EC 4.1.3.24)	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Mesaconyl-CoA hydratase	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Methylsuccinyl-CoA dehydrogenase, predicted by (Erb et al, 2007)	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Acetoacetyl-CoA reductase (EC 1.1.1.36) of ethylmalonyl-CoA pathway	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Acetyl-CoA acetyltransferase (EC 2.3.1.9) of ethylmalonyl-CoA pathway	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Acyltransferase family protein associated with ethylmalonyl-CoA pathway	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Hypothetical protein in cluster with Mesaconyl-CoA hydratase	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
NnrU family protein in cluster with Mesaconyl-CoA hydratase	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Putative cyclic di-GMP phosphodiesterase, EAL domain protein	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
crotonyl-CoA reductase	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Isocitrate lyase (EC 4.1.3.1)	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
L-malyl-CoA/beta-methylmalyl-CoA lyase (EC 4.1.3.-), actinobacterial type	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
Malate synthase (EC 2.3.3.9)	Ethylmalonyl-CoA_pathway_of_C2_assimilation,_GJO		
COG0009 Sua5 subfamily, required for N6-threonylcarbamoyl adenosine t(6)A37 modification in tRNA	LMPTP_YwlE_cluster	Clustering-based subsystems	
Hypothetical protein ywlG	LMPTP_YwlE_cluster	Clustering-based subsystems	
Hypothetical transmembrane protein ywlD	LMPTP_YwlE_cluster	Clustering-based subsystems	
Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)	LMPTP_YwlE_cluster	Clustering-based subsystems	
Peptide chain release factor 1	LMPTP_YwlE_cluster	Clustering-based subsystems	
Protein-N(5)-glutamine methyltransferase PrmC, methylates polypeptide chain release factors RF1 and RF2	LMPTP_YwlE_cluster	Clustering-based subsystems	
Ribose 5-phosphate isomerase B (EC 5.3.1.6)	LMPTP_YwlE_cluster	Clustering-based subsystems	
Serine hydroxymethyltransferase (EC 2.1.2.1)	LMPTP_YwlE_cluster	Clustering-based subsystems	
Uracil phosphoribosyltransferase (EC 2.4.2.9)	LMPTP_YwlE_cluster	Clustering-based subsystems	
COG0009 YrdC subfamily, required for N6-threonylcarbamoyl adenosine t(6)A37 modification in tRNA	LMPTP_YwlE_cluster	Clustering-based subsystems	
2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
5'-nucleotidase (EC 3.1.3.5)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
CTP synthase (EC 6.3.4.2)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Cytidine deaminase (EC 3.5.4.5)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Cytidylate kinase (EC 2.7.4.14)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Nucleoside diphosphate kinase (EC 2.7.4.6)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Purine nucleoside phosphorylase (EC 2.4.2.1)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Thioredoxin reductase (EC 1.8.1.9)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Thymidine kinase (EC 2.7.1.21)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Thymidylate kinase (EC 2.7.4.9)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Thymidylate synthase (EC 2.1.1.45)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Uracil phosphoribosyltransferase (EC 2.4.2.9)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Uridine kinase (EC 2.7.1.48) [C1]	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Cytosine deaminase (EC 3.5.4.1)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Thymidine phosphorylase (EC 2.4.2.4)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Uridine phosphorylase (EC 2.4.2.3)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Uridine kinase (EC 2.7.1.48)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Deoxycytidine triphosphate deaminase (EC 3.5.4.30) (dUMP-forming)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
Purine trans deoxyribosylase (Nucleoside deoxyribosyltransferase-I) (EC 2.4.2.6)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines
1,4-alpha-glucan branching enzyme (EC 2.4.1.18)	Cellulosome	Carbohydrates	Polysaccharides
Alpha-amylase (Neopullulanase) SusA (EC 3.2.1.135)	Cellulosome	Carbohydrates	Polysaccharides
Alpha-glucosidase SusB (EC 3.2.1.20)	Cellulosome	Carbohydrates	Polysaccharides
Clostridium cellulosome enzyme, dockerin type I precursor	Cellulosome	Carbohydrates	Polysaccharides
Regulatory protein SusR	Cellulosome	Carbohydrates	Polysaccharides
SusC, outer membrane protein involved in starch binding	Cellulosome	Carbohydrates	Polysaccharides
SusD, outer membrane protein	Cellulosome	Carbohydrates	Polysaccharides
Alpha-amylase SusG (EC 3.2.1.1)	Cellulosome	Carbohydrates	Polysaccharides
Outer membrane protein SusE	Cellulosome	Carbohydrates	Polysaccharides
Outer membrane protein SusF	Cellulosome	Carbohydrates	Polysaccharides
Phage endolysin	Phage_entry_and_exit	Phages, Prophages, Transposable elements	Phage Host Interactions
Phage lysin	Phage_entry_and_exit	Phages, Prophages, Transposable elements	Phage Host Interactions
Phage holin	Phage_entry_and_exit	Phages, Prophages, Transposable elements	Phage Host Interactions
Phage endopeptidase	Phage_entry_and_exit	Phages, Prophages, Transposable elements	Phage Host Interactions
Phage portal	Phage_entry_and_exit	Phages, Prophages, Transposable elements	Phage Host Interactions
Phage lysozyme	Phage_entry_and_exit	Phages, Prophages, Transposable elements	Phage Host Interactions
Phage peptidoglycan binding endopeptidase	Phage_entry_and_exit	Phages, Prophages, Transposable elements	Phage Host Interactions
Phage rI lysis inhibition regulator	Phage_entry_and_exit	Phages, Prophages, Transposable elements	Phage Host Interactions
Phage rIIA lysis inhibitor	Phage_entry_and_exit	Phages, Prophages, Transposable elements	Phage Host Interactions
Phage maturase	Phage_entry_and_exit	Phages, Prophages, Transposable elements	Phage Host Interactions
Phage rIIB lysis inhibitor	Phage_entry_and_exit	Phages, Prophages, Transposable elements	Phage Host Interactions
Phage lysozyme (EC 3.2.1.17)	Phage_entry_and_exit	Phages, Prophages, Transposable elements	Phage Host Interactions
4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Gamma-glutamyl-putrescine oxidase (EC1.4.3.-)	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Gamma-glutamyl-putrescine synthetase (EC 6.3.1.11)	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Putrescine aminotransferase (EC 2.6.1.82)	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Putrescine importer	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Putrescine utilization regulator	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Putative symporter in putrescine utilization cluster	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Glycine/D-amino acid oxidase (deaminating) in putrescine utilization cluster	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Putative oxidoreductase in putrescine utilization cluster	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Uncharacterized protein in putrescine utilization cluster	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Monoamine/putrescine oxidase (EC 1.4.3.10)	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Similar to gamma-glutamyl-putrescine oxidase	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines
Alkaline proteinase inhibitor precursor	Protein_secretion_by_ABC-type_exporters	Protein Metabolism	Secretion
ABC-type protease exporter, ATP-binding component PrtD/AprD	Protein_secretion_by_ABC-type_exporters	Protein Metabolism	Secretion
ABC-type protease exporter, outer membrane component PrtF/AprF	Protein_secretion_by_ABC-type_exporters	Protein Metabolism	Secretion
ABC-type protease exporter, membrane fusion protein (MFP) family component PrtE/AprE	Protein_secretion_by_ABC-type_exporters	Protein Metabolism	Secretion
Secreted alkaline metalloproteinase (EC 3.4.24.-), PrtA/B/C/G homolog	Protein_secretion_by_ABC-type_exporters	Protein Metabolism	Secretion
Hemophore HasA	Protein_secretion_by_ABC-type_exporters	Protein Metabolism	Secretion
Hemophore HasA outer membrane receptor HasR	Protein_secretion_by_ABC-type_exporters	Protein Metabolism	Secretion
ABC exporter for hemopore HasA, ATP-binding component HasD	Protein_secretion_by_ABC-type_exporters	Protein Metabolism	Secretion
ABC exporter for hemopore HasA, membrane fusion protein (MFP) family component HasE	Protein_secretion_by_ABC-type_exporters	Protein Metabolism	Secretion
ABC exporter for hemopore HasA, outer membrane component HasF	Protein_secretion_by_ABC-type_exporters	Protein Metabolism	Secretion
Probable transmembrane heme sensor	Protein_secretion_by_ABC-type_exporters	Protein Metabolism	Secretion
Putative tonB protein	Protein_secretion_by_ABC-type_exporters	Protein Metabolism	Secretion
DNA gyrase subunit A (EC 5.99.1.3)	DNA_gyrase_subunits		
DNA gyrase subunit B (EC 5.99.1.3)	DNA_gyrase_subunits		
2-hydroxychromene-2-carboxylate isomerase family protein, glutathione-dependent	At3g50560	Experimental Subsystems	
